--------- beginning of main
06-01 10:10:44.990 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.038 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.088 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.131 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.174 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.210 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.248 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.294 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.355 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.392 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.438 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.478 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.516 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.554 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.590 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.633 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.669 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.706 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.748 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.788 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.824 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.860 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.872 W/MjpegCameraSource( 5183): ESP32 스트림 탐색 실패 — 3000ms 후 재시도
06-01 10:10:45.900 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.936 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:45.976 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.012 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.051 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.092 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.130 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.166 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.205 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.244 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.281 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.319 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.357 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.395 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.450 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.487 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.524 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.560 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.597 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.635 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.672 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.729 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.766 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.805 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.842 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.881 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.918 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:46.973 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:47.026 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:47.127 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:47.227 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:47.327 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:47.430 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:47.610 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:47.710 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:47.810 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:47.910 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:48.010 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:48.110 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:48.210 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:48.310 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:55.081 D/LocationFusionService( 8881): Starting location tracking (vps=false)
06-01 10:10:55.384 D/NavigationViewModel( 8881): Initial location: Coordinate(latitude=37.4428907, longitude=126.7996218)
06-01 10:10:55.719 D/TextToSpeechService( 3960): RelativeVolumeFeature: true, DynamicVolumeAppExist: true
06-01 10:10:56.001 D/TextToSpeechService( 8881): TTS initialized successfully
