--------- beginning of main
06-01 10:10:05.140 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.177 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.216 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.251 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.286 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.321 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.362 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.397 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.432 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.467 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.502 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.539 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.576 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.614 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.620 D/YoloObjectDetector( 5183): Detection completed in 390ms, found 0 objects
06-01 10:10:05.650 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.687 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.722 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.757 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.795 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.830 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.865 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.902 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.937 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:05.979 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.018 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.054 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.090 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.125 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.160 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.196 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.231 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.266 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.302 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.337 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.372 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.407 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.444 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.481 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.524 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.559 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.596 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.630 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.669 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.704 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.739 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.775 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.811 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.848 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.883 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.918 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.954 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:06.992 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.028 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.068 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.104 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.139 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.174 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.210 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.245 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.281 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.319 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.353 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.388 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.437 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.473 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.508 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.542 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.578 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.613 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.648 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.683 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.722 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.758 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.800 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.829 W/MjpegCameraSource( 5183): MJPEG 스트림 오류 (재연결 예정)
06-01 10:10:07.829 W/MjpegCameraSource( 5183): java.net.ProtocolException: unexpected end of stream
06-01 10:10:07.829 W/MjpegCameraSource( 5183): 	at okhttp3.internal.http1.Http1ExchangeCodec$ChunkedSource.read(Http1ExchangeCodec.kt:423)
06-01 10:10:07.829 W/MjpegCameraSource( 5183): 	at okhttp3.internal.connection.Exchange$ResponseBodySource.read(Exchange.kt:281)
06-01 10:10:07.829 W/MjpegCameraSource( 5183): 	at okio.RealBufferedSource$inputStream$1.read(RealBufferedSource.kt:161)
06-01 10:10:07.829 W/MjpegCameraSource( 5183): 	at java.io.InputStream.read(InputStream.java:218)
06-01 10:10:07.829 W/MjpegCameraSource( 5183): 	at com.smartwalker.service.streaming.MjpegCameraSource.connectAndStream(MjpegCameraSource.kt:124)
06-01 10:10:07.829 W/MjpegCameraSource( 5183): 	at com.smartwalker.service.streaming.MjpegCameraSource.access$connectAndStream(MjpegCameraSource.kt:39)
06-01 10:10:07.829 W/MjpegCameraSource( 5183): 	at com.smartwalker.service.streaming.MjpegCameraSource$start$1.invokeSuspend(MjpegCameraSource.kt:89)
06-01 10:10:07.829 W/MjpegCameraSource( 5183): 	at kotlin.coroutines.jvm.internal.BaseContinuationImpl.resumeWith(ContinuationImpl.kt:33)
06-01 10:10:07.829 W/MjpegCameraSource( 5183): 	at kotlinx.coroutines.DispatchedTask.run(DispatchedTask.kt:108)
06-01 10:10:07.829 W/MjpegCameraSource( 5183): 	at kotlinx.coroutines.internal.LimitedDispatcher$Worker.run(LimitedDispatcher.kt:115)
06-01 10:10:07.829 W/MjpegCameraSource( 5183): 	at kotlinx.coroutines.scheduling.TaskImpl.run(Tasks.kt:103)
06-01 10:10:07.829 W/MjpegCameraSource( 5183): 	at kotlinx.coroutines.scheduling.CoroutineScheduler.runSafely(CoroutineScheduler.kt:584)
06-01 10:10:07.829 W/MjpegCameraSource( 5183): 	at kotlinx.coroutines.scheduling.CoroutineScheduler$Worker.executeTask(CoroutineScheduler.kt:793)
06-01 10:10:07.829 W/MjpegCameraSource( 5183): 	at kotlinx.coroutines.scheduling.CoroutineScheduler$Worker.runWorker(CoroutineScheduler.kt:697)
06-01 10:10:07.829 W/MjpegCameraSource( 5183): 	at kotlinx.coroutines.scheduling.CoroutineScheduler$Worker.run(CoroutineScheduler.kt:684)
06-01 10:10:07.829 D/MjpegCameraSource( 5183): 스트림 종료 — 1000ms 후 재연결
06-01 10:10:07.834 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.869 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.904 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.941 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:07.976 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.011 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.046 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.081 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.116 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.152 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.189 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.225 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.260 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.294 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.329 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.363 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.404 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.440 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.475 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.511 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.547 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.582 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.619 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.631 D/YoloObjectDetector( 5183): Detection completed in 383ms, found 0 objects
06-01 10:10:08.654 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.689 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.725 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.762 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.800 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.839 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.874 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.910 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.944 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:08.979 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.021 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.058 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.096 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.130 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.165 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.201 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.236 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.298 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.333 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.368 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.403 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.440 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.477 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.514 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.549 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.584 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.620 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.672 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.713 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.749 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.784 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.825 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.861 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.896 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.932 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:09.969 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.005 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.040 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.087 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.123 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.158 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.194 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.229 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.264 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.299 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.334 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.371 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.406 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.441 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.477 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.519 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.554 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.589 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.626 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.661 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.698 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.734 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.769 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.804 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.844 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.884 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.926 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.960 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:10.998 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.033 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.069 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.104 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.139 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.176 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.213 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.248 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.286 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.325 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.360 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.395 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.431 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.465 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.500 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.535 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.570 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.606 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.641 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.682 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.718 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.755 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.791 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.829 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.866 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.902 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.940 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:11.975 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.010 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.045 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.085 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.120 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.155 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.191 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.230 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.265 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.300 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.335 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.372 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.423 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.472 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.507 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.546 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.597 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.634 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.672 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.709 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.744 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.780 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.815 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.850 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.901 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.941 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:12.984 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.021 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.056 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.091 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.127 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.166 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.203 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.242 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.277 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.326 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.361 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.395 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.430 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.466 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.506 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.542 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.580 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.614 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.651 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.686 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.723 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.761 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.797 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.831 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.867 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.906 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.942 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:13.980 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.016 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.053 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.090 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.135 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.175 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.213 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.250 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.285 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.321 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.357 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.392 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.427 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.462 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.501 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.536 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.571 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.607 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.643 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.678 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.714 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.752 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.787 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.822 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.861 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.896 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.936 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:14.972 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.006 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.045 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.080 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.116 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.153 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.189 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.224 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.259 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.294 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.333 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.373 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.408 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.444 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.482 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.518 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.553 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.589 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.625 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.661 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.695 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.730 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.765 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.789 W/MjpegCameraSource( 5183): ESP32 스트림 탐색 실패 — 3000ms 후 재시도
06-01 10:10:15.800 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.836 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.872 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.910 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.945 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:15.980 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.016 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.060 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.095 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.132 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.166 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.201 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.237 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.273 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.309 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.348 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.382 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.418 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.457 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.492 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.527 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.562 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.598 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.633 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.671 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.706 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.741 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.776 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.811 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.850 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.885 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.923 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.959 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:16.995 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.030 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.066 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.104 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.139 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.174 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.209 V/GeospatialService( 5183): Camera 상태: PAUSED
